Ligands	Receptors	source	Organism	Ligands_bchi	Receptors_bchi	Ligands_atha_symbol	Ligands_atha_description	Receptors_atha_symbol	Receptors_atha_description
AT1G35140	AT2G35980	STRING	Arabidopsis thaliana	Bch03G028640	Bch04G029940	PHI-1	Phosphate-responsive 1 family protein	YLS9	Late embryogenesis abundant (LEA) hydroxyproline-rich glycoprotein family
AT1G47710	AT3G09840	STRING	Arabidopsis thaliana	Bch10G007420	Bch01G047220	None	Serine protease inhibitor (SERPIN) family protein	CDC48A	cell division cycle 48
AT1G47710	AT1G24140	STRING	Arabidopsis thaliana	Bch10G007420	Bch09G045310	None	Serine protease inhibitor (SERPIN) family protein	AT3-MMP	Matrixin family protein
AT1G47710	AT1G54280	STRING	Arabidopsis thaliana	Bch10G007420	Bch05G018180	None	Serine protease inhibitor (SERPIN) family protein	ALA6	ATPase E1-E2 type family protein / haloacid dehalogenase-like hydrolase family protein
AT1G47710	AT4G16640	STRING	Arabidopsis thaliana	Bch10G007420	Bch03G050890	None	Serine protease inhibitor (SERPIN) family protein	AT1-MMP	Matrixin family protein
AT1G47710	AT2G45040	STRING	Arabidopsis thaliana	Bch10G007420	Bch05G005230	None	Serine protease inhibitor (SERPIN) family protein	None	Matrixin family protein
AT1G47710	AT1G65590	STRING	Arabidopsis thaliana	Bch10G007420	Bch07G035220	None	Serine protease inhibitor (SERPIN) family protein	HEXO3	beta-hexosaminidase 3
AT1G47710	AT4G04340	STRING	Arabidopsis thaliana	Bch10G007420	Bch03G030300	None	Serine protease inhibitor (SERPIN) family protein	OSCA1.1	ERD (early-responsive to dehydration stress) family protein
AT1G47710	AT1G70170	STRING	Arabidopsis thaliana	Bch10G007420	Bch07G033310	None	Serine protease inhibitor (SERPIN) family protein	MMP	matrix metalloproteinase
AT1G47710	AT3G13900	STRING	Arabidopsis thaliana	Bch10G007420	Bch05G018180	None	Serine protease inhibitor (SERPIN) family protein	ALA7	ATPase E1-E2 type family protein / haloacid dehalogenase-like hydrolase family protein
AT1G47710	AT3G25610	STRING	Arabidopsis thaliana	Bch10G007420	Bch02G042690	None	Serine protease inhibitor (SERPIN) family protein	ALA10	ATPase E1-E2 type family protein / haloacid dehalogenase-like hydrolase family protein
AT1G47710	AT1G59970	STRING	Arabidopsis thaliana	Bch10G007420	Bch09G018970	None	Serine protease inhibitor (SERPIN) family protein	AT5-MMP	Matrixin family protein
AT1G47710	AT1G32090	STRING	Arabidopsis thaliana	Bch10G007420	Bch05G028550	None	Serine protease inhibitor (SERPIN) family protein	OSCA1.8	early-responsive to dehydration stress protein (ERD4)
AT1G47710	AT1G55350	STRING	Arabidopsis thaliana	Bch10G007420	Bch06G000460	None	Serine protease inhibitor (SERPIN) family protein	DEK1	calpain-type cysteine protease family
AT1G47710	AT1G64060	STRING	Arabidopsis thaliana	Bch10G007420	Bch09G016050	None	Serine protease inhibitor (SERPIN) family protein	RBOH F	respiratory burst oxidase protein F
AT1G48020	AT3G11820	STRING	Arabidopsis thaliana	Bch08G008960	Bch03G037790	PMEI1	pectin methylesterase inhibitor 1	SYP121	syntaxin of plants 121
AT1G48930	AT4G40090	STRING	Arabidopsis thaliana	Bch05G022260	Bch01G001010	GH9C1	glycosyl hydrolase 9C1	AGP3	arabinogalactan protein 3
AT1G48930	AT5G49270	STRING	Arabidopsis thaliana	Bch05G022260	Bch09G004890	GH9C1	glycosyl hydrolase 9C1	SHV2	COBRA-like extracellular glycosyl-phosphatidyl inositol-anchored protein family
AT1G53130	AT3G14380	STRING	Arabidopsis thaliana	Bch06G001470	Bch05G038890	GRI	Stigma-specific Stig1 family protein	CASPL2A2	microRNA ath-MIR169f precursor
AT1G53130	AT1G50610	STRING	Arabidopsis thaliana	Bch06G001470	Bch05G021150	GRI	Stigma-specific Stig1 family protein	PRK5	Leucine-rich repeat protein kinase family protein
AT1G53830	AT3G54920	STRING	Arabidopsis thaliana	Bch05G018400	Bch07G024440	PME2	pectin methylesterase 2	PMR6	Pectin lyase-like superfamily protein
AT1G53940	AT3G54950	STRING	Arabidopsis thaliana	Bch06G000930	Bch09G052760	None	GDSL-motif lipase 2	pPLAIIIbeta	patatin-like protein 6
AT1G54445	AT4G05110	STRING	Arabidopsis thaliana	Bch05G018750	Bch09G026500	None	Protein of unknown function (PD694200)	None	equilibrative nucleoside transporter 6
AT1G54445	AT1G54280	STRING	Arabidopsis thaliana	Bch05G018750	Bch05G018180	None	Protein of unknown function (PD694200)	ALA6	ATPase E1-E2 type family protein / haloacid dehalogenase-like hydrolase family protein
AT1G54445	AT4G05130	STRING	Arabidopsis thaliana	Bch05G018750	Bch09G026490	None	Protein of unknown function (PD694200)	ENT4	equilibrative nucleoside transporter 4
AT1G54445	AT4G05140	STRING	Arabidopsis thaliana	Bch05G018750	Bch09G026500	None	Protein of unknown function (PD694200)	None	Nucleoside transporter family protein
AT1G54445	AT4G05120	STRING	Arabidopsis thaliana	Bch05G018750	Bch09G026500	None	Protein of unknown function (PD694200)	FUR1	Major facilitator superfamily protein
AT1G54445	AT5G04930	STRING	Arabidopsis thaliana	Bch05G018750	Bch10G034900	None	Protein of unknown function (PD694200)	ALA1	aminophospholipid ATPase 1
AT1G54970	AT4G19680	STRING	Arabidopsis thaliana	Bch07G028000	Bch01G011850	PRP1	proline-rich protein 1	IRT2	iron regulated transporter 2
AT1G54970	AT4G40090	STRING	Arabidopsis thaliana	Bch07G028000	Bch01G001010	PRP1	proline-rich protein 1	AGP3	arabinogalactan protein 3
AT1G54970	AT1G70460	STRING	Arabidopsis thaliana	Bch07G028000	Bch07G039310	PRP1	proline-rich protein 1		
AT1G54970	AT5G49270	STRING	Arabidopsis thaliana	Bch07G028000	Bch09G004890	PRP1	proline-rich protein 1	SHV2	COBRA-like extracellular glycosyl-phosphatidyl inositol-anchored protein family
AT1G54970	AT2G20520	STRING	Arabidopsis thaliana	Bch07G028000	Bch06G049890	PRP1	proline-rich protein 1	FLA6	FASCICLIN-like arabinogalactan 6
AT1G54970	AT4G29180	STRING	Arabidopsis thaliana	Bch07G028000	Bch03G059790	PRP1	proline-rich protein 1	RHS16	root hair specific 16
AT1G56670	AT5G64080	STRING	Arabidopsis thaliana	Bch09G020170	Bch06G032680	None	GDSL-like Lipase/Acylhydrolase superfamily protein	XYP1	Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein
AT1G58250	AT2G26420	STRING	Arabidopsis thaliana	Bch09G019750	Bch09G060060	SAB	HYPERSENSITIVE TO PI STARVATION 4	None	1-phosphatidylinositol-4-phosphate 5-kinase 3
AT1G60390	AT4G27290	STRING	Arabidopsis thaliana	Bch09G018770	Bch01G019180	PG1	polygalacturonase 1	None	S-locus lectin protein kinase family protein
AT1G60625	AT5G10530	STRING	Arabidopsis thaliana	Bch10G034570	Bch02G003920	RALFL6	RALF-like 6	LecRK-IX.1	Concanavalin A-like lectin protein kinase family protein
AT1G61563	AT2G22470	STRING	Arabidopsis thaliana	Bch02G005840	Bch09G062260	RALFL8	ralf-like 8	AGP2	arabinogalactan protein 2
AT1G61566	AT1G23140	STRING	Arabidopsis thaliana	Bch02G005840	Bch09G046300	RALFL9	ralf-like 9	CAR8	Calcium-dependent lipid-binding (CaLB domain) family protein
AT1G61566	AT4G23320	STRING	Arabidopsis thaliana	Bch02G005840	Bch01G014840	RALFL9	ralf-like 9	None	cysteine-rich RLK (RECEPTOR-like protein kinase) 24
AT1G62340	AT3G59420	STRING	Arabidopsis thaliana	Bch03G070800	Bch09G056500	ALE1	PA-domain containing subtilase family protein	CR4	crinkly4
AT1G62340	AT4G20140	STRING	Arabidopsis thaliana	Bch03G070800	Bch01G012170	ALE1	PA-domain containing subtilase family protein	GSO1	Leucine-rich repeat transmembrane protein kinase
AT1G62340	AT2G20300	STRING	Arabidopsis thaliana	Bch03G070800	Bch07G000660	ALE1	PA-domain containing subtilase family protein	ALE2	Protein kinase superfamily protein
AT1G62340	AT5G44700	STRING	Arabidopsis thaliana	Bch03G070800	Bch02G036880	ALE1	PA-domain containing subtilase family protein	GSO2	Leucine-rich repeat transmembrane protein kinase
AT1G62440	AT4G34580	STRING	Arabidopsis thaliana	Bch09G017270	Bch08G019220	LRX2	leucine-rich repeat/extensin 2	COW1	Sec14p-like phosphatidylinositol transfer family protein
AT1G62440	AT1G70460	STRING	Arabidopsis thaliana	Bch09G017270	Bch07G039310	LRX2	leucine-rich repeat/extensin 2		
AT1G62980	AT4G40090	STRING	Arabidopsis thaliana	Bch09G014190	Bch01G001010	EXPA18	expansin A18	AGP3	arabinogalactan protein 3
AT1G62980	AT1G70460	STRING	Arabidopsis thaliana	Bch09G014190	Bch07G039310	EXPA18	expansin A18		
AT1G62980	AT5G49270	STRING	Arabidopsis thaliana	Bch09G014190	Bch09G004890	EXPA18	expansin A18	SHV2	COBRA-like extracellular glycosyl-phosphatidyl inositol-anchored protein family
AT1G62980	AT4G34580	STRING	Arabidopsis thaliana	Bch09G014190	Bch08G019220	EXPA18	expansin A18	COW1	Sec14p-like phosphatidylinositol transfer family protein
AT1G63535	AT5G10530	STRING	Arabidopsis thaliana	Bch09G016420	Bch02G003920	None	Defensin-like (DEFL) family protein	LecRK-IX.1	Concanavalin A-like lectin protein kinase family protein
AT1G63580	AT2G33330	STRING	Arabidopsis thaliana	Bch03G043860	Bch05G012420	None	Receptor-like protein kinase-related family protein	PDLP3	plasmodesmata-located protein 3
AT1G63580	AT5G43980	STRING	Arabidopsis thaliana	Bch03G043860	Bch06G050030	None	Receptor-like protein kinase-related family protein	PDLP1	plasmodesmata-located protein 1
AT1G64390	AT5G65600	STRING	Arabidopsis thaliana	Bch09G015290	Bch06G034370	GH9C2	glycosyl hydrolase 9C2	LecRK-IX.2	Concanavalin A-like lectin protein kinase family protein
AT1G66145	AT5G13290	STRING	Arabidopsis thaliana	Bch09G027800	Bch03G006120	CLE18	CLAVATA3/ESR-RELATED 18	CRN	Protein kinase superfamily protein
AT1G66145	AT1G65380	STRING	Arabidopsis thaliana	Bch09G027800	Bch02G018600	CLE18	CLAVATA3/ESR-RELATED 18	CLV2	Leucine-rich repeat (LRR) family protein
AT1G68560	AT4G19640	STRING	Arabidopsis thaliana	Bch07G037360	Bch01G011770	XYL1	alpha-xylosidase 1	ARA7	Ras-related small GTP-binding family protein
AT1G68560	AT1G54280	STRING	Arabidopsis thaliana	Bch07G037360	Bch05G018180	XYL1	alpha-xylosidase 1	ALA6	ATPase E1-E2 type family protein / haloacid dehalogenase-like hydrolase family protein
AT1G68560	AT4G04340	STRING	Arabidopsis thaliana	Bch07G037360	Bch03G030300	XYL1	alpha-xylosidase 1	OSCA1.1	ERD (early-responsive to dehydration stress) family protein
AT1G68560	AT3G13900	STRING	Arabidopsis thaliana	Bch07G037360	Bch05G018180	XYL1	alpha-xylosidase 1	ALA7	ATPase E1-E2 type family protein / haloacid dehalogenase-like hydrolase family protein
AT1G68560	AT3G25610	STRING	Arabidopsis thaliana	Bch07G037360	Bch02G042690	XYL1	alpha-xylosidase 1	ALA10	ATPase E1-E2 type family protein / haloacid dehalogenase-like hydrolase family protein
AT1G68560	AT1G32090	STRING	Arabidopsis thaliana	Bch07G037360	Bch05G028550	XYL1	alpha-xylosidase 1	OSCA1.8	early-responsive to dehydration stress protein (ERD4)
AT1G68560	AT1G64060	STRING	Arabidopsis thaliana	Bch07G037360	Bch09G016050	XYL1	alpha-xylosidase 1	RBOH F	respiratory burst oxidase protein F
AT1G68765	AT1G71830	STRING	Arabidopsis thaliana	Bch02G021030	Bch07G032680	IDA	Putative membrane lipoprotein	SERK1	somatic embryogenesis receptor-like kinase 1
AT1G68765	AT4G28490	STRING	Arabidopsis thaliana	Bch02G021030	Bch01G009600	IDA	Putative membrane lipoprotein	HAE	Leucine-rich receptor-like protein kinase family protein
AT1G68765	AT2G31880	STRING	Arabidopsis thaliana	Bch02G021030	Bch03G018110	IDA	Putative membrane lipoprotein	SOBIR1	Leucine-rich repeat protein kinase family protein
AT1G68765	AT5G65710	STRING	Arabidopsis thaliana	Bch02G021030	Bch09G009650	IDA	Putative membrane lipoprotein	HSL2	HAESA-like 2
AT1G68765	AT4G35600	STRING	Arabidopsis thaliana	Bch02G021030	Bch03G065450	IDA	Putative membrane lipoprotein	CST	Protein kinase superfamily protein
AT1G68795	AT1G27380	STRING	Arabidopsis thaliana	Bch07G037560	Bch07G014490	CLE12	CLAVATA3/ESR-RELATED 12	None	ROP-interactive CRIB motif-containing protein 2
AT1G68795	AT1G75820	STRING	Arabidopsis thaliana	Bch07G037560	Bch07G043650	CLE12	CLAVATA3/ESR-RELATED 12	CLV1	Leucine-rich receptor-like protein kinase family protein
AT1G68850	AT4G03540	STRING	Arabidopsis thaliana	Bch07G037630	Bch10G003180	None	Peroxidase superfamily protein	CASPL1C1	Uncharacterized protein family (UPF0497)
AT1G68850	AT2G48130	STRING	Arabidopsis thaliana	Bch07G037630	Bch04G037610	None	Peroxidase superfamily protein	LTPG15	Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein
AT1G68850	AT1G03103	STRING	Arabidopsis thaliana	Bch07G037630	Bch05G029540	None	Peroxidase superfamily protein	LTPG19	Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein
AT1G68850	AT3G22600	STRING	Arabidopsis thaliana	Bch07G037630	Bch05G029540	None	Peroxidase superfamily protein	LTPG5	Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein
AT1G68850	AT4G14815	STRING	Arabidopsis thaliana	Bch07G037630	Bch05G029540	None	Peroxidase superfamily protein	LTPG26	Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein
AT1G68850	AT1G03700	STRING	Arabidopsis thaliana	Bch07G037630	Bch10G003180	None	Peroxidase superfamily protein	CASPL1C2	Uncharacterized protein family (UPF0497)
AT1G69320	AT5G13290	STRING	Arabidopsis thaliana	Bch07G038100	Bch03G006120	CLE10	CLAVATA3/ESR-RELATED 10	CRN	Protein kinase superfamily protein
AT1G69320	AT1G65380	STRING	Arabidopsis thaliana	Bch07G038100	Bch02G018600	CLE10	CLAVATA3/ESR-RELATED 10	CLV2	Leucine-rich repeat (LRR) family protein
AT1G69588	AT2G25790	STRING	Arabidopsis thaliana	Bch07G033590	Bch03G027510	CLE45	CLAVATA3/ESR-RELATED 45	SKM1	Leucine-rich receptor-like protein kinase family protein
AT1G69588	AT4G20270	STRING	Arabidopsis thaliana	Bch07G033590	Bch08G017230	CLE45	CLAVATA3/ESR-RELATED 45	BAM3	Leucine-rich receptor-like protein kinase family protein
AT1G69588	AT2G32010	STRING	Arabidopsis thaliana	Bch07G033590	Bch04G027040	CLE45	CLAVATA3/ESR-RELATED 45	CVL1	CVP2 like 1
AT1G69588	AT5G52870	STRING	Arabidopsis thaliana	Bch07G033590	Bch10G012290	CLE45	CLAVATA3/ESR-RELATED 45	MAKR5	membrane-associated kinase regulator
AT1G69588	AT3G09070	STRING	Arabidopsis thaliana	Bch07G033590	Bch03G036680	CLE45	CLAVATA3/ESR-RELATED 45	OPS	LOW protein: UPF0503-like protein, putative (DUF740)
AT1G69588	AT1G31880	STRING	Arabidopsis thaliana	Bch07G033590	Bch09G038470	CLE45	CLAVATA3/ESR-RELATED 45	None	DZC (Disease resistance/zinc finger/chromosome condensation-like region) domain containing protein
AT1G69588	AT5G56040	STRING	Arabidopsis thaliana	Bch07G033590	Bch10G015470	CLE45	CLAVATA3/ESR-RELATED 45	SKM2	Leucine-rich receptor-like protein kinase family protein
AT1G69940	AT3G54920	STRING	Arabidopsis thaliana	Bch10G032930	Bch07G024440	PPME1	Pectin lyase-like superfamily protein	PMR6	Pectin lyase-like superfamily protein
AT1G69970	AT1G75820	STRING	Arabidopsis thaliana	Bch02G022050	Bch07G043650	CLE26	CLAVATA3/ESR-RELATED 26	CLV1	Leucine-rich receptor-like protein kinase family protein
AT1G69970	AT4G20270	STRING	Arabidopsis thaliana	Bch02G022050	Bch08G017230	CLE26	CLAVATA3/ESR-RELATED 26	BAM3	Leucine-rich receptor-like protein kinase family protein
AT1G69970	AT5G52870	STRING	Arabidopsis thaliana	Bch02G022050	Bch10G012290	CLE26	CLAVATA3/ESR-RELATED 26	MAKR5	membrane-associated kinase regulator
AT1G69970	AT1G65380	STRING	Arabidopsis thaliana	Bch02G022050	Bch02G018600	CLE26	CLAVATA3/ESR-RELATED 26	CLV2	Leucine-rich repeat (LRR) family protein
AT1G69970	AT3G09070	STRING	Arabidopsis thaliana	Bch02G022050	Bch03G036680	CLE26	CLAVATA3/ESR-RELATED 26	OPS	LOW protein: UPF0503-like protein, putative (DUF740)
AT1G69970	AT1G31880	STRING	Arabidopsis thaliana	Bch02G022050	Bch09G038470	CLE26	CLAVATA3/ESR-RELATED 26	None	DZC (Disease resistance/zinc finger/chromosome condensation-like region) domain containing protein
AT1G69970	AT5G13290	STRING	Arabidopsis thaliana	Bch02G022050	Bch03G006120	CLE26	CLAVATA3/ESR-RELATED 26	CRN	Protein kinase superfamily protein
AT1G71120	AT3G50950	STRING	Arabidopsis thaliana	Bch02G022910	Bch09G048700	GLIP6	GDSL-motif lipase/hydrolase 6	ZAR1	HOPZ-ACTIVATED RESISTANCE 1
AT1G71695	AT1G49730	STRING	Arabidopsis thaliana	Bch07G040310	Bch06G004150	None	Peroxidase superfamily protein	None	Protein kinase superfamily protein
AT1G72290	AT5G59810	STRING	Arabidopsis thaliana	Bch07G040880	Bch02G011890	AtWSCP	Kunitz family trypsin and protease inhibitor protein	SBT5.4	Subtilase family protein
AT1G72610	AT3G01500	STRING	Arabidopsis thaliana	Bch07G032240	Bch05G047890	GER1	germin-like protein 1	CA1	carbonic anhydrase 1
AT1G72990	AT1G24140	STRING	Arabidopsis thaliana	Bch07G032100	Bch09G045310	BGAL17	beta-galactosidase 17	AT3-MMP	Matrixin family protein
AT1G72990	AT3G09840	STRING	Arabidopsis thaliana	Bch07G032100	Bch01G047220	BGAL17	beta-galactosidase 17	CDC48A	cell division cycle 48
AT1G72990	AT2G45040	STRING	Arabidopsis thaliana	Bch07G032100	Bch05G005230	BGAL17	beta-galactosidase 17	None	Matrixin family protein
AT1G72990	AT1G65590	STRING	Arabidopsis thaliana	Bch07G032100	Bch07G035220	BGAL17	beta-galactosidase 17	HEXO3	beta-hexosaminidase 3
AT1G72990	AT1G05590	STRING	Arabidopsis thaliana	Bch07G032100	Bch09G072490	BGAL17	beta-galactosidase 17	HEXO2	beta-hexosaminidase 2
AT1G72990	AT1G59970	STRING	Arabidopsis thaliana	Bch07G032100	Bch09G018970	BGAL17	beta-galactosidase 17	AT5-MMP	Matrixin family protein
AT1G72990	AT1G70170	STRING	Arabidopsis thaliana	Bch07G032100	Bch07G033310	BGAL17	beta-galactosidase 17	MMP	matrix metalloproteinase
AT1G72990	AT1G55350	STRING	Arabidopsis thaliana	Bch07G032100	Bch06G000460	BGAL17	beta-galactosidase 17	DEK1	calpain-type cysteine protease family
AT1G72990	AT4G16640	STRING	Arabidopsis thaliana	Bch07G032100	Bch03G050890	BGAL17	beta-galactosidase 17	AT1-MMP	Matrixin family protein
AT1G73165	AT1G75820	STRING	Arabidopsis thaliana	Bch07G041530	Bch07G043650	CLE1	CLAVATA3/ESR-RELATED 1	CLV1	Leucine-rich receptor-like protein kinase family protein
AT1G73165	AT5G13290	STRING	Arabidopsis thaliana	Bch07G041530	Bch03G006120	CLE1	CLAVATA3/ESR-RELATED 1	CRN	Protein kinase superfamily protein
AT1G73165	AT1G65380	STRING	Arabidopsis thaliana	Bch07G041530	Bch02G018600	CLE1	CLAVATA3/ESR-RELATED 1	CLV2	Leucine-rich repeat (LRR) family protein
AT1G73370	AT1G06490	STRING	Arabidopsis thaliana	Bch07G041770	Bch10G006230	SUS6	sucrose synthase 6	CalS7	glucan synthase-like 7
AT1G73965	AT1G75820	STRING	Arabidopsis thaliana	Bch07G042250	Bch07G043650	CLE13	CLAVATA3/ESR-RELATED 13	CLV1	Leucine-rich receptor-like protein kinase family protein
AT1G74210	AT1G32050	STRING	Arabidopsis thaliana	Bch07G031540	Bch08G011770	GDPD5	PLC-like phosphodiesterases superfamily protein	SCAMP5	SCAMP family protein
AT1G74670	AT4G37220	STRING	Arabidopsis thaliana	Bch02G025370	Bch08G025180	GASA6	Gibberellin-regulated family protein	None	Cold acclimation protein WCOR413 family
AT1G74820	AT1G51340	STRING	Arabidopsis thaliana	Bch07G031230	Bch05G020600	None	RmlC-like cupins superfamily protein	MATE	MATE efflux family protein
AT1G74820	AT2G39060	STRING	Arabidopsis thaliana	Bch07G031230	Bch03G022190	None	RmlC-like cupins superfamily protein	SWEET9	Nodulin MtN3 family protein
AT1G75040	AT1G21250	STRING	Arabidopsis thaliana	Bch07G043070	Bch08G031720	PR5	pathogenesis-related protein 5	WAK1	cell wall-associated kinase
AT1G75040	AT2G32680	STRING	Arabidopsis thaliana	Bch07G043070	Bch04G022100	PR5	pathogenesis-related protein 5	RLP23	receptor like protein 23
AT1G75450	AT1G73590	STRING	Arabidopsis thaliana	Bch07G043360	Bch07G041900	CKX5	cytokinin oxidase 5	PIN1	Auxin efflux carrier family protein
AT1G75680	AT1G55260	STRING	Arabidopsis thaliana	Bch02G026070	Bch08G003990	GH9B7	glycosyl hydrolase 9B7	LTPG6	Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein
AT1G75680	AT5G65270	STRING	Arabidopsis thaliana	Bch02G026070	Bch09G009470	GH9B7	glycosyl hydrolase 9B7	RABA4a	RAB GTPase homolog A4A
AT1G75880	AT5G13750	STRING	Arabidopsis thaliana	Bch07G043740	Bch03G006340	GGL12	SGNH hydrolase-type esterase superfamily protein	ZIFL1	zinc induced facilitator-like 1
AT1G75880	AT3G20410	STRING	Arabidopsis thaliana	Bch07G043740	Bch03G042240	GGL12	SGNH hydrolase-type esterase superfamily protein	CPK9	calmodulin-domain protein kinase 9
AT1G76850	AT3G53610	STRING	Arabidopsis thaliana	Bch07G030330	Bch04G006870	SEC5A	exocyst complex component sec5	RAB8	RAB GTPase homolog 8
AT1G76850	AT3G09900	STRING	Arabidopsis thaliana	Bch07G030330	Bch03G001280	SEC5A	exocyst complex component sec5	RABE1e	RAB GTPase homolog E1E
AT1G76850	AT5G03520	STRING	Arabidopsis thaliana	Bch07G030330	Bch03G001280	SEC5A	exocyst complex component sec5	RAB8C	RAB GTPase homolog 8C
AT1G76850	AT3G46060	STRING	Arabidopsis thaliana	Bch07G030330	Bch01G027980	SEC5A	exocyst complex component sec5	RABE1c	RAB GTPase homolog 8A
AT1G78580	AT4G24040	STRING	Arabidopsis thaliana	Bch07G046170	Bch01G015710	TPS1	trehalose-6-phosphate synthase	TRE1	trehalase 1
AT1G78660	AT3G09840	STRING	Arabidopsis thaliana	Bch02G028240	Bch01G047220	GGH1	gamma-glutamyl hydrolase 1	CDC48A	cell division cycle 48
